Epoch, 0, mode, training, obj values, 2.9873914170637725, obj std, 2.004165229275079 
Epoch, 0, mode, testing, obj values, 2.3209267422556876, obj std, 1.3921089534197963 
Epoch, 1, mode, training, obj values, 2.634266234077513, obj std, 1.4739096391767736 
Epoch, 1, mode, testing, obj values, 2.2898199087381363, obj std, 1.4038673659401728 
Epoch, 2, mode, training, obj values, 2.610251301154494, obj std, 1.4640039489294403 
Epoch, 2, mode, testing, obj values, 2.287211289703846, obj std, 1.3974283724533672 
Epoch, 3, mode, training, obj values, 2.55336348708719, obj std, 1.8202802853095499 
Epoch, 3, mode, testing, obj values, 2.283805742263794, obj std, 1.4039900973543211 
Epoch, 4, mode, training, obj values, 2.631542068067938, obj std, 1.5113838867012659 
Epoch, 4, mode, testing, obj values, 2.287425507903099, obj std, 1.4040003199628484 
Epoch, 5, mode, training, obj values, 2.589429890923202, obj std, 1.4676044234529324 
Epoch, 5, mode, testing, obj values, 2.332474969923496, obj std, 1.4741308529753003 
Epoch, 6, mode, training, obj values, 2.596331068314612, obj std, 1.4677237146023077 
Epoch, 6, mode, testing, obj values, 2.2745079252123834, obj std, 1.4049993067352258 
Epoch, 7, mode, training, obj values, 2.6206444734334946, obj std, 1.5220599099890078 
Epoch, 7, mode, testing, obj values, 2.4600979578495026, obj std, 2.000713655195815 
Epoch, 8, mode, training, obj values, 2.5763131007552147, obj std, 1.4786495734508376 
Epoch, 8, mode, testing, obj values, 2.2708845832943916, obj std, 1.399501963556087 
Epoch, 9, mode, training, obj values, 2.5971437630429866, obj std, 1.4862421014979044 
Epoch, 9, mode, testing, obj values, 2.2748160961270334, obj std, 1.4051907170163878 
